template_id,template_name,template_dir,script_role,script_kind,script_name,script_relpath,script_path,script_size_bytes,title,requirement,purpose,method_summary,packages,functions_defined,input_references,output_references,chain_position,upstream_scripts,downstream_scripts,related_docs,companion_html,example_png,install_dependencies_file,input_file_count,input_files_preview,tags
174,squareCross,FigureYa174squareCross,dependency,R,install_dependencies.R,FigureYa174squareCross/install_dependencies.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/install_dependencies.R,2068,"Simplified R package installation script - Install ggplot2, aplot, dplyr, scales",,Install dependency packages for the template.,functions=install_cran_package;is_package_installed,,install_cran_package;is_package_installed,,,,,FigureYa174squareCross/FigureYa174squareCross.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/FigureYa174squareCross.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/install_dependencies.R,5,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_edges.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_geneData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_methData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_mirData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_nodes.txt,figureya;omics;single-cell
174,squareCross,FigureYa174squareCross,helper,R,layout.R,FigureYa174squareCross/layout.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/layout.R,6608,FigureYa squareCross,,Helper script defining functions: layout_arc;layout_column;layout_hive;layout_polygon;layout_row,functions=layout_arc;layout_column;layout_hive;layout_polygon;layout_row,,layout_arc;layout_column;layout_hive;layout_polygon;layout_row,,,,,FigureYa174squareCross/FigureYa174squareCross.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/FigureYa174squareCross.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/install_dependencies.R,5,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_edges.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_geneData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_methData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_mirData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_nodes.txt,enrichment;figureya;go;omics;pathway;single-cell
174,squareCross,FigureYa174squareCross,helper,R,transfromation.R,FigureYa174squareCross/transfromation.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/transfromation.R,14634,FigureYa squareCross,,Helper script defining functions: tf_affine;tf_flip;tf_fun;tf_rotate;tf_scale;tf_shear;tf_shift;transform_by_fun;transform_by_matrix;transform_matrix;transform_matrix_affine,packages=Rconic;ggplot2;magrittr;scales | functions=tf_affine;tf_flip;tf_fun;tf_rotate;tf_scale;tf_shear;tf_shift;transform_by_fun;transform_by_matrix;transform_matrix;transform_matrix_affine,Rconic;ggplot2;magrittr;scales,tf_affine;tf_flip;tf_fun;tf_rotate;tf_scale;tf_shear;tf_shift;transform_by_fun;transform_by_matrix;transform_matrix;transform_matrix_affine,,,,,FigureYa174squareCross/FigureYa174squareCross.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/FigureYa174squareCross.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/install_dependencies.R,5,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_edges.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_geneData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_methData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_mirData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_nodes.txt,figureya;omics;single-cell
174,squareCross,FigureYa174squareCross,helper,R,utils.R,FigureYa174squareCross/utils.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/utils.R,14006,FigureYa squareCross,,Helper script defining functions: circle_projector;coerce_x_len;degree_to_radian;gen_demo;index_to_name;interval_inclusion;list_along;merge_list;new_aesthetic;nullna_default;override_aes;period_arcTrig;period_variable;radian_to_degree;segment_range;string_to_circle;todataframe_by_list;tolist_by_group;vector_to_coord,packages=rlang;scales | functions=circle_projector;coerce_x_len;degree_to_radian;gen_demo;index_to_name;interval_inclusion;list_along;merge_list;new_aesthetic;nullna_default;override_aes;period_arcTrig;period_variable;radian_to_degree;segment_range;string_to_circle;todataframe_by_list;tolist_by_group;vector_to_coord,rlang;scales,circle_projector;coerce_x_len;degree_to_radian;gen_demo;index_to_name;interval_inclusion;list_along;merge_list;new_aesthetic;nullna_default;override_aes;period_arcTrig;period_variable;radian_to_degree;segment_range;string_to_circle;todataframe_by_list;tolist_by_group;vector_to_coord,,,,,FigureYa174squareCross/FigureYa174squareCross.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/FigureYa174squareCross.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/install_dependencies.R,5,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_edges.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_geneData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_methData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_mirData.txt|/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa174squareCross/easy_input_nodes.txt,figureya;omics;single-cell
175,quadrant,FigureYa175quadrant,tutorial,Rmd,FigureYa175quadrant.Rmd,FigureYa175quadrant/FigureYa175quadrant.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/FigureYa175quadrant.Rmd,9131,FigureYa175quadrant,"画出文章中这种九宫格的散点图，在图中标出想突出显示的基因名。 Draw a scatter plot of the nine-square grid in the article and mark the names of the genes you want to highlight on the plot. ![](example1.png) From <https://dx.doi.org/10.3390/ijms21051686> Figure 5. Relationship between mRNA and protein expression in TW/NW (A) and TW/OW (B). ![](example2.png) From <https://www.nature.com/articles/nature21036> Figure 1. The translational landscape of the epidermis during premalignant transformation. d, Transcriptional and translational changes comparing SOX2 with wild-type P4 epidermis. Colour-coded are genes with the adjusted P value < 0.05 (DESeq2; ref. 43; n = 3 per group for ribosome profiling; n =2 for RNA-seq).","画出文章中这种九宫格的散点图，在图中标出想突出显示的基因名。 Draw a scatter plot of the nine-square grid in the article and mark the names of the genes you want to highlight on the plot. ![](example1.png) From <https://dx.doi.org/10.3390/ijms21051686> Figure 5. Relationship between mRNA and protein expression in TW/NW (A) and TW/OW (B). ![](example2.png) From <https://www.nature.com/articles/nature21036> Figure 1. The translational landscape of the epidermis during premalignant transformation. d, Transcriptional and translational changes comparing SOX2 with wild-type P4 epidermis. Colour-coded are genes with the adjusted P value < 0.05 (DESeq2; ref. 43; n = 3 per group for ribosome profiling; n =2 for RNA-seq).",packages=cowplot;dplyr;ggplot2;ggrepel;knitr | inputs=install_dependencies.R;easy_input.txt | outputs=quadrant.pdf;quadrant_plus.pdf,cowplot;dplyr;ggplot2;ggrepel;knitr,,install_dependencies.R;easy_input.txt,quadrant.pdf;quadrant_plus.pdf,,FigureYa175quadrant/install_dependencies.R,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/FigureYa175quadrant.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/Readme.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/install_dependencies.R,1,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/easy_input.txt,figureya;omics;single-cell
175,quadrant,FigureYa175quadrant,dependency,R,install_dependencies.R,FigureYa175quadrant/install_dependencies.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/install_dependencies.R,2014,Auto-generated R dependency installation script,,Install dependency packages: BiocManager,packages=BiocManager | functions=install_bioc_package;install_cran_package;is_package_installed,BiocManager,install_bioc_package;install_cran_package;is_package_installed,,,,,FigureYa175quadrant/FigureYa175quadrant.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/FigureYa175quadrant.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/Readme.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/install_dependencies.R,1,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa175quadrant/easy_input.txt,figureya;omics;single-cell
176,BlandAltman,FigureYa176BlandAltman,tutorial,Rmd,FigureYa176BlandAltman.Rmd,FigureYa176BlandAltman/FigureYa176BlandAltman.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/FigureYa176BlandAltman.Rmd,10903,FigureYa176BlandAltman,"作者用Bland-Altman的方法比较了自己建立的模型和传统的模型的一致性。网上找了下，好像没有可以重复这个的代码。 The author compared the consistency between the model he established and the traditional model using the Bland-Altman method. I searched online and it seems there's no code that can repeat this. ![](example.png) From<https://www.sciencedirect.com/science/article/pii/S2352396420300992> Figure S1. Bland-Altman plots reveal consistency between the V-Net derived segmentation and the gold standard. The differences (y-axis) are plotted versus the average (x-axis) of two appraisers (i.e., the position of the plan-box in the testing set and gold standard) for pulmonary apex, basis, left and right boundary in Bland-Altman plot a) to d), resp","作者用Bland-Altman的方法比较了自己建立的模型和传统的模型的一致性。网上找了下，好像没有可以重复这个的代码。 The author compared the consistency between the model he established and the traditional model using the Bland-Altman method. I searched online and it seems there's no code that can repeat this. ![](example.png) From<https://www.sciencedirect.com/science/article/pii/S2352396420300992> Figure S1. Bland-Altman plots reveal consistency between the V-Net derived segmentation and the gold standard. The differences (y-axis) are plotted versus the average (x-axis) of two appraisers (i.e., the position of the plan-box in the testing set and gold standard) for pulmonary apex, basis, left and right boundary in Bland-Altman plot a) to d), resp",packages=BlandAltmanLeh;MethComp;ggplot2;knitr;smatr | functions=BA.baseplot | inputs=install_dependencies.R;easy_input.txt | outputs=BAplot_,BlandAltmanLeh;MethComp;ggplot2;knitr;smatr,BA.baseplot,install_dependencies.R;easy_input.txt,BAplot_,,FigureYa176BlandAltman/install_dependencies.R,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/FigureYa176BlandAltman.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/install_dependencies.R,1,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/easy_input.txt,boxplot;distribution;enrichment;epigenomics;figureya;go;methylation;omics;pathway;single-cell;visualization
176,BlandAltman,FigureYa176BlandAltman,dependency,R,install_dependencies.R,FigureYa176BlandAltman/install_dependencies.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/install_dependencies.R,2011,Auto-generated R dependency installation script,,Install dependency packages: BiocManager,packages=BiocManager | functions=install_bioc_package;install_cran_package;is_package_installed,BiocManager,install_bioc_package;install_cran_package;is_package_installed,,,,,FigureYa176BlandAltman/FigureYa176BlandAltman.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/FigureYa176BlandAltman.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/example.png,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/install_dependencies.R,1,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa176BlandAltman/easy_input.txt,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,FigureYa177RNAvelocity.Rmd,FigureYa177RNAvelocity/FigureYa177RNAvelocity.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.Rmd,21126,FigureYa177RNAvelocity,"Requirement 使用velotyto对单细胞数据进行RNA velocity分析 RNA velocity analysis of single-cell data was performed using velotyto ![](example.png) 出自<https://doi.org/10.1172/jci.insight.131092> fromhttps://doi.org/10.1172/jci.insight.131092 Figure 3. Transcriptional activity in aging cardiac fibroblasts. (D) Transcriptional activity was estimated by measuring the ratio between unspliced and spliced mRNAs. This so-called RNA velocity is represented by high-dimensional vectors; **the longer the arrow in the plot, the higher the transcriptional activity** as seen in the extremities of states h, j, and l plot containing mostly old cells. 应用场景","Requirement 使用velotyto对单细胞数据进行RNA velocity分析 RNA velocity analysis of single-cell data was performed using velotyto ![](example.png) 出自<https://doi.org/10.1172/jci.insight.131092> fromhttps://doi.org/10.1172/jci.insight.131092 Figure 3. Transcriptional activity in aging cardiac fibroblasts. (D) Transcriptional activity was estimated by measuring the ratio between unspliced and spliced mRNAs. This so-called RNA velocity is represented by high-dimensional vectors; **the longer the arrow in the plot, the higher the transcriptional activity** as seen in the extremities of states h, j, and l plot containing mostly old cells. 应用场景",packages=BiocManager;devtools;knitr | inputs=gencode.vM12.annotation.gtf;gencode.vM12.transcripts.gtf;01-download.sh;scripts/s0_createEnv.Rmd,BiocManager;devtools;knitr,,gencode.vM12.annotation.gtf;gencode.vM12.transcripts.gtf;01-download.sh;scripts/s0_createEnv.Rmd,,,FigureYa177RNAvelocity/scripts/01-download.sh;FigureYa177RNAvelocity/scripts/s0_createEnv.Rmd,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,shell,Shell,01-download.sh,FigureYa177RNAvelocity/scripts/01-download.sh,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/01-download.sh,594,"target=""../data/processed""",,"base=`pwd` target=""../data/raw"" mkdir -p $target cd $target",,,,,,,,FigureYa177RNAvelocity/FigureYa177RNAvelocity.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,diagnostic;figureya;model-evaluation;omics;roc;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,shell,Shell,02-count.sh,FigureYa177RNAvelocity/scripts/02-count.sh,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/02-count.sh,1093,FigureYa RNAvelocity,,cd ../data,,,,,,,,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,shell,Shell,03-velocyto.sh,FigureYa177RNAvelocity/scripts/03-velocyto.sh,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/03-velocyto.sh,507,FigureYa RNAvelocity,,cd ../data,,,,,,,,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,shell,Shell,04-prepare_files.sh,FigureYa177RNAvelocity/scripts/04-prepare_files.sh,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/04-prepare_files.sh,644,FigureYa RNAvelocity,,mkdir -p tmp,,,,,,,,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,helper,R,functions.R,FigureYa177RNAvelocity/scripts/functions.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/functions.R,2024,FigureYa RNAvelocity,,Helper script defining functions: Read10X_V3,functions=Read10X_V3,,Read10X_V3,,,,,FigureYa177RNAvelocity/scripts/s1_prepare.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,dependency,R,install_dependencies.R,FigureYa177RNAvelocity/scripts/install_dependencies.R,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/install_dependencies.R,2265,Auto-generated R dependency installation script,,Install dependency packages: BiocManager,packages=BiocManager | functions=install_bioc_package;install_cran_package;is_package_installed | inputs=velocyto.R,BiocManager,install_bioc_package;install_cran_package;is_package_installed,velocyto.R,,,,FigureYa177RNAvelocity/scripts/s0_createEnv.Rmd;FigureYa177RNAvelocity/scripts/s1_prepare.Rmd;FigureYa177RNAvelocity/scripts/s2_runCCA.Rmd;FigureYa177RNAvelocity/scripts/s3_tsen_clustering.Rmd;FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd;FigureYa177RNAvelocity/scripts/s5_DEG.Rmd;FigureYa177RNAvelocity/scripts/s6_trajectory.Rmd;FigureYa177RNAvelocity/scripts/s7_RNAVelocity.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,helper,Python,run_parallel.py,FigureYa177RNAvelocity/scripts/run_parallel.py,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/run_parallel.py,1098,FigureYa RNAvelocity,,Helper script defining functions: __init__;exe_parallel;make_parallel;run,packages=os;threading | functions=__init__;exe_parallel;make_parallel;run,os;threading,__init__;exe_parallel;make_parallel;run,,,,,,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/FigureYa177RNAvelocity.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s0_createEnv.Rmd,FigureYa177RNAvelocity/scripts/s0_createEnv.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s0_createEnv.Rmd,1658,Create Environment,,"params: author: ""Jarning"" output: html_document",packages=BiocManager;DESeq2;IHW;Seurat;devtools;monocle;scmap;velocyto | inputs=install_dependencies.R;velocyto-team/velocyto.R,BiocManager;DESeq2;IHW;Seurat;devtools;monocle;scmap;velocyto,,install_dependencies.R;velocyto-team/velocyto.R,,0,FigureYa177RNAvelocity/scripts/install_dependencies.R,FigureYa177RNAvelocity/FigureYa177RNAvelocity.Rmd;FigureYa177RNAvelocity/scripts/s1_prepare.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s0_createEnv.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,cancer;connectivity-map;drug-response;figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s1_prepare.Rmd,FigureYa177RNAvelocity/scripts/s1_prepare.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s1_prepare.Rmd,3615,Prepare Data,,"params: author: ""Jarning"" output: html_document",packages=knitr | inputs=install_dependencies.R;functions.R | outputs=tmp/s1-expr_mm.rds,knitr,,install_dependencies.R;functions.R,tmp/s1-expr_mm.rds,1,FigureYa177RNAvelocity/scripts/functions.R;FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s0_createEnv.Rmd,FigureYa177RNAvelocity/scripts/s2_runCCA.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s1_prepare.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s2_runCCA.Rmd,FigureYa177RNAvelocity/scripts/s2_runCCA.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s2_runCCA.Rmd,4345,Run CCA,,"params: author: ""Jarning"" output: html_document",packages=Seurat;knitr | inputs=install_dependencies.R;tmp/s1-expr_mm.rds;tmp/s2-seu_CCA.rds | outputs=tmp/s2-seu_CCA.rds,Seurat;knitr,,install_dependencies.R;tmp/s1-expr_mm.rds;tmp/s2-seu_CCA.rds,tmp/s2-seu_CCA.rds,2,FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s1_prepare.Rmd,FigureYa177RNAvelocity/scripts/s3_tsen_clustering.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s2_runCCA.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s3_tsen_clustering.Rmd,FigureYa177RNAvelocity/scripts/s3_tsen_clustering.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s3_tsen_clustering.Rmd,4914,tSNE & Clustering,,"params: author: ""Jarning"" output: html_document",packages=Seurat;ggplot2;knitr | inputs=install_dependencies.R;tmp/s2-seu_CCA.rds;tmp/s3.2-seu_CCA_clustering.rds | outputs=tmp/s3.1-clustering_robustness.rds;tmp/s3.2-seu_CCA_clustering.rds,Seurat;ggplot2;knitr,,install_dependencies.R;tmp/s2-seu_CCA.rds;tmp/s3.2-seu_CCA_clustering.rds,tmp/s3.1-clustering_robustness.rds;tmp/s3.2-seu_CCA_clustering.rds,3,FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s2_runCCA.Rmd,FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s3_tsen_clustering.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,dimension-reduction;figureya;omics;single-cell;tsne
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s4_annotateCellType.Rmd,FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd,9052,Annotate Cell Type,,"params: author: ""Jarning"" output: html_document",packages=Seurat;SingleCellExperiment;cowplot;dplyr;ggplot2;knitr;plyr;scmap | inputs=install_dependencies.R;tmp/s3.2-seu_CCA_clustering.rds;tmp/s4.1-all_markers.rds;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds;../ref/droplet_Heart_and_Aorta_seurat_tiss.Robj | outputs=tmp/s4.1-all_markers.rds;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds,Seurat;SingleCellExperiment;cowplot;dplyr;ggplot2;knitr;plyr;scmap,,install_dependencies.R;tmp/s3.2-seu_CCA_clustering.rds;tmp/s4.1-all_markers.rds;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds;../ref/droplet_Heart_and_Aorta_seurat_tiss.Robj,tmp/s4.1-all_markers.rds;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds,4,FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s3_tsen_clustering.Rmd,FigureYa177RNAvelocity/scripts/s5_DEG.Rmd;FigureYa177RNAvelocity/scripts/s6_trajectory.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s4_annotateCellType.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,cancer;connectivity-map;drug-response;figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s5_DEG.Rmd,FigureYa177RNAvelocity/scripts/s5_DEG.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s5_DEG.Rmd,5742,DEG,,"params: author: ""Jarning"" output: html_document",packages=DESeq2;IHW;Seurat;knitr | inputs=install_dependencies.R;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds | outputs=tmp/s5.1-dat_forDEG.list.rds;tmp/s5.2-DEG_fibroblast.rds,DESeq2;IHW;Seurat;knitr,,install_dependencies.R;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds,tmp/s5.1-dat_forDEG.list.rds;tmp/s5.2-DEG_fibroblast.rds,5,FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd,FigureYa177RNAvelocity/scripts/s6_trajectory.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s5_DEG.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
177,RNAvelocity,FigureYa177RNAvelocity,tutorial,Rmd,s6_trajectory.Rmd,FigureYa177RNAvelocity/scripts/s6_trajectory.Rmd,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s6_trajectory.Rmd,5816,Trajectory Analysis,,"params: author: ""Jarning"" output: html_document",packages=Seurat;cowplot;knitr;monocle | inputs=install_dependencies.R;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds;tmp/s5.2-DEG_fibroblast.rds;tmp/s6-fib_monocle.rds | outputs=tmp/s6-fib_monocle.rds,Seurat;cowplot;knitr;monocle,,install_dependencies.R;tmp/s4.2-seu_CCA_clustering_cellAnnotation.rds;tmp/s5.2-DEG_fibroblast.rds;tmp/s6-fib_monocle.rds,tmp/s6-fib_monocle.rds,6,FigureYa177RNAvelocity/scripts/install_dependencies.R;FigureYa177RNAvelocity/scripts/s4_annotateCellType.Rmd;FigureYa177RNAvelocity/scripts/s5_DEG.Rmd,FigureYa177RNAvelocity/scripts/s7_RNAVelocity.Rmd,,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/scripts/s6_trajectory.html,/home/h2048/temp/FigureYa_templates_extracted_20260509/FigureYa177RNAvelocity/example.png,,0,,figureya;omics;single-cell
